"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994-10","New Brunswick","2016A000213","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731408","6.2.3.1","46","","","","0"
"1994-10","New Brunswick","2016A000213","Housing under construction","Row","Unadjusted","Units","300","units","0","v731419","6.2.5.1","36","","","","0"
"1994-10","New Brunswick","2016A000213","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731430","6.2.6.1","350","","","","0"
"1994-10","New Brunswick","2016A000213","Housing completions","Total units","Unadjusted","Units","300","units","0","v732323","6.3.1.1","1222","","","","0"
"1994-10","New Brunswick","2016A000213","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732334","6.3.2.1","915","","","","0"
"1994-10","New Brunswick","2016A000213","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732378","6.3.4.1","307","","","","0"
"1994-10","New Brunswick","2016A000213","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732345","6.3.3.1","87","","","","0"
"1994-10","New Brunswick","2016A000213","Housing completions","Row","Unadjusted","Units","300","units","0","v732356","6.3.5.1","31","","","","0"
"1994-10","New Brunswick","2016A000213","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732367","6.3.6.1","189","","","","0"
"1994-10","Quebec","2016A000224","Housing starts","Total units","Unadjusted","Units","300","units","0","v730422","7.1.1.1","6031","","","","0"
"1994-10","Quebec","2016A000224","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730433","7.1.1.2","26.7","","","t","1"
"1994-10","Quebec","2016A000224","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730448","7.1.2.1","2972","","","","0"
"1994-10","Quebec","2016A000224","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730492","7.1.4.1","3059","","","","0"
"1994-10","Quebec","2016A000224","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730459","7.1.3.1","601","","","","0"
"1994-10","Quebec","2016A000224","Housing starts","Row","Unadjusted","Units","300","units","0","v730470","7.1.5.1","361","","","","0"
"1994-10","Quebec","2016A000224","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730481","7.1.6.1","2097","","","","0"
"1994-10","Quebec","2016A000224","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731387","7.2.1.1","7730","","","","0"
"1994-10","Quebec","2016A000224","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731398","7.2.2.1","2966","","","","0"
"1994-10","Quebec","2016A000224","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731442","7.2.4.1","4764","","","","0"
"1994-10","Quebec","2016A000224","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731409","7.2.3.1","587","","","","0"
"1994-10","Quebec","2016A000224","Housing under construction","Row","Unadjusted","Units","300","units","0","v731420","7.2.5.1","530","","","","0"
"1994-10","Quebec","2016A000224","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731431","7.2.6.1","3647","","","","0"
"1994-10","Quebec","2016A000224","Housing completions","Total units","Unadjusted","Units","300","units","0","v732324","7.3.1.1","6481","","","","0"
"1994-10","Quebec","2016A000224","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732335","7.3.2.1","3663","","","","0"
"1994-10","Quebec","2016A000224","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732379","7.3.4.1","2818","","","","0"
"1994-10","Quebec","2016A000224","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732346","7.3.3.1","605","","","","0"
"1994-10","Quebec","2016A000224","Housing completions","Row","Unadjusted","Units","300","units","0","v732357","7.3.5.1","270","","","","0"
"1994-10","Quebec","2016A000224","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732368","7.3.6.1","1943","","","","0"
"1994-10","Ontario","2016A000235","Housing starts","Total units","Unadjusted","Units","300","units","0","v730423","8.1.1.1","11224","","","","0"
"1994-10","Ontario","2016A000235","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730434","8.1.1.2","43.1","","","t","1"
"1994-10","Ontario","2016A000235","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730449","8.1.2.1","7217","","","","0"
"1994-10","Ontario","2016A000235","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730493","8.1.4.1","4007","","","","0"
"1994-10","Ontario","2016A000235","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730460","8.1.3.1","856","","","","0"
"1994-10","Ontario","2016A000235","Housing starts","Row","Unadjusted","Units","300","units","0","v730471","8.1.5.1","1602","","","","0"
"1994-10","Ontario","2016A000235","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730482","8.1.6.1","1549","","","","0"
"1994-10","Ontario","2016A000235","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731388","8.2.1.1","22444","","","","0"
"1994-10","Ontario","2016A000235","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731399","8.2.2.1","11306","","","","0"
"1994-10","Ontario","2016A000235","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731443","8.2.4.1","11138","","","","0"
"1994-10","Ontario","2016A000235","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731410","8.2.3.1","1172","","","","0"
"1994-10","Ontario","2016A000235","Housing under construction","Row","Unadjusted","Units","300","units","0","v731421","8.2.5.1","3264","","","","0"
"1994-10","Ontario","2016A000235","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731432","8.2.6.1","6702","","","","0"
"1994-10","Ontario","2016A000235","Housing completions","Total units","Unadjusted","Units","300","units","0","v732325","8.3.1.1","15168","","","","0"
"1994-10","Ontario","2016A000235","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732336","8.3.2.1","8723","","","","0"
"1994-10","Ontario","2016A000235","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732380","8.3.4.1","6445","","","","0"
"1994-10","Ontario","2016A000235","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732347","8.3.3.1","992","","","","0"
"1994-10","Ontario","2016A000235","Housing completions","Row","Unadjusted","Units","300","units","0","v732358","8.3.5.1","2282","","","","0"
"1994-10","Ontario","2016A000235","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732369","8.3.6.1","3171","","","","0"
"1994-10","Prairie provinces","2016A00014","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730435","9.1.1.2","21.1","","","t","1"
"1994-10","Manitoba","2016A000246","Housing starts","Total units","Unadjusted","Units","300","units","0","v730424","10.1.1.1","898","","","","0"
"1994-10","Manitoba","2016A000246","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730436","10.1.1.2","3.2","","","t","1"
"1994-10","Manitoba","2016A000246","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730450","10.1.2.1","524","","","","0"
"1994-10","Manitoba","2016A000246","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730494","10.1.4.1","374","","","","0"
"1994-10","Manitoba","2016A000246","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730461","10.1.3.1","17","","","","0"
"1994-10","Manitoba","2016A000246","Housing starts","Row","Unadjusted","Units","300","units","0","v730472","10.1.5.1","290","","","","0"
"1994-10","Manitoba","2016A000246","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730483","10.1.6.1","67","","","","0"
"1994-10","Manitoba","2016A000246","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731389","10.2.1.1","1206","","","","0"
"1994-10","Manitoba","2016A000246","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731400","10.2.2.1","696","","","","0"
"1994-10","Manitoba","2016A000246","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731444","10.2.4.1","510","","","","0"
"1994-10","Manitoba","2016A000246","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731411","10.2.3.1","26","","","","0"
"1994-10","Manitoba","2016A000246","Housing under construction","Row","Unadjusted","Units","300","units","0","v731422","10.2.5.1","269","","","","0"
"1994-10","Manitoba","2016A000246","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731433","10.2.6.1","215","","","","0"
"1994-10","Manitoba","2016A000246","Housing completions","Total units","Unadjusted","Units","300","units","0","v732326","10.3.1.1","1126","","","","0"
"1994-10","Manitoba","2016A000246","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732337","10.3.2.1","792","","","","0"
"1994-10","Manitoba","2016A000246","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732381","10.3.4.1","334","","","","0"
"1994-10","Manitoba","2016A000246","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732348","10.3.3.1","25","","","","0"
"1994-10","Manitoba","2016A000246","Housing completions","Row","Unadjusted","Units","300","units","0","v732359","10.3.5.1","176","","","","0"
"1994-10","Manitoba","2016A000246","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732370","10.3.6.1","133","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing starts","Total units","Unadjusted","Units","300","units","0","v730425","11.1.1.1","692","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730437","11.1.1.2","2.6","","","t","1"
"1994-10","Saskatchewan","2016A000247","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730451","11.1.2.1","432","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730495","11.1.4.1","260","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730462","11.1.3.1","14","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing starts","Row","Unadjusted","Units","300","units","0","v730473","11.1.5.1","44","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730484","11.1.6.1","202","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731390","11.2.1.1","836","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731401","11.2.2.1","571","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731445","11.2.4.1","265","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731412","11.2.3.1","26","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing under construction","Row","Unadjusted","Units","300","units","0","v731423","11.2.5.1","50","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731434","11.2.6.1","189","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing completions","Total units","Unadjusted","Units","300","units","0","v732327","11.3.1.1","628","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732338","11.3.2.1","488","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732382","11.3.4.1","140","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732349","11.3.3.1","34","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing completions","Row","Unadjusted","Units","300","units","0","v732360","11.3.5.1","42","","","","0"
"1994-10","Saskatchewan","2016A000247","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732371","11.3.6.1","64","","","","0"
"1994-10","Alberta","2016A000248","Housing starts","Total units","Unadjusted","Units","300","units","0","v730426","12.1.1.1","3977","","","","0"
"1994-10","Alberta","2016A000248","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730438","12.1.1.2","15.3","","","t","1"
"1994-10","Alberta","2016A000248","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730452","12.1.2.1","2597","","","","0"
"1994-10","Alberta","2016A000248","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730496","12.1.4.1","1380","","","","0"
"1994-10","Alberta","2016A000248","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730463","12.1.3.1","286","","","","0"
"1994-10","Alberta","2016A000248","Housing starts","Row","Unadjusted","Units","300","units","0","v730474","12.1.5.1","331","","","","0"
"1994-10","Alberta","2016A000248","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730485","12.1.6.1","763","","","","0"
"1994-10","Alberta","2016A000248","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731391","12.2.1.1","6703","","","","0"
"1994-10","Alberta","2016A000248","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731402","12.2.2.1","3183","","","","0"
"1994-10","Alberta","2016A000248","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731446","12.2.4.1","3520","","","","0"
"1994-10","Alberta","2016A000248","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731413","12.2.3.1","569","","","","0"
"1994-10","Alberta","2016A000248","Housing under construction","Row","Unadjusted","Units","300","units","0","v731424","12.2.5.1","1162","","","","0"
"1994-10","Alberta","2016A000248","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731435","12.2.6.1","1789","","","","0"
"1994-10","Alberta","2016A000248","Housing completions","Total units","Unadjusted","Units","300","units","0","v732328","12.3.1.1","4499","","","","0"
"1994-10","Alberta","2016A000248","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732339","12.3.2.1","3501","","","","0"
"1994-10","Alberta","2016A000248","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732383","12.3.4.1","998","","","","0"
"1994-10","Alberta","2016A000248","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732350","12.3.3.1","348","","","","0"
"1994-10","Alberta","2016A000248","Housing completions","Row","Unadjusted","Units","300","units","0","v732361","12.3.5.1","411","","","","0"
"1994-10","Alberta","2016A000248","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732372","12.3.6.1","239","","","","0"
"1994-10","British Columbia","2016A000259","Housing starts","Total units","Unadjusted","Units","300","units","0","v730418","13.1.1.1","9682","","","","0"
"1994-10","British Columbia","2016A000259","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730439","13.1.1.2","38.1","","","t","1"
"1994-10","British Columbia","2016A000259","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730444","13.1.2.1","3283","","","","0"
"1994-10","British Columbia","2016A000259","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730488","13.1.4.1","6399","","","","0"
"1994-10","British Columbia","2016A000259","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730455","13.1.3.1","522","","","","0"
"1994-10","British Columbia","2016A000259","Housing starts","Row","Unadjusted","Units","300","units","0","v730466","13.1.5.1","1245","","","","0"
"1994-10","British Columbia","2016A000259","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730477","13.1.6.1","4632","","","","0"
"1994-10","British Columbia","2016A000259","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731383","13.2.1.1","27205","","","","0"
"1994-10","British Columbia","2016A000259","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731394","13.2.2.1","9156","","","","0"
"1994-10","British Columbia","2016A000259","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731438","13.2.4.1","18049","","","","0"
"1994-10","British Columbia","2016A000259","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731405","13.2.3.1","1348","","","","0"
"1994-10","British Columbia","2016A000259","Housing under construction","Row","Unadjusted","Units","300","units","0","v731416","13.2.5.1","3032","","","","0"
"1994-10","British Columbia","2016A000259","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731427","13.2.6.1","13669","","","","0"
"1994-10","British Columbia","2016A000259","Housing completions","Total units","Unadjusted","Units","300","units","0","v732320","13.3.1.1","10868","","","","0"
"1994-10","British Columbia","2016A000259","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732331","13.3.2.1","4414","","","","0"
"1994-10","British Columbia","2016A000259","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732375","13.3.4.1","6454","","","","0"
"1994-10","British Columbia","2016A000259","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732342","13.3.3.1","649","","","","0"
"1994-10","British Columbia","2016A000259","Housing completions","Row","Unadjusted","Units","300","units","0","v732353","13.3.5.1","1398","","","","0"
"1994-10","British Columbia","2016A000259","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732364","13.3.6.1","4407","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Total units","Unadjusted","Units","300","units","0","v730416","1.1.1.1","19302","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730427","1.1.1.2","127.4","","","t","1"
"1995-01","Canada","2016A000011124","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730442","1.1.2.1","9464","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Single-detached","Seasonally adjusted at annual rates","Units","300","thousands","3","v730440","1.1.2.2","72.7","","","t","1"
"1995-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","9838","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Multiples","Seasonally adjusted at annual rates","Units","300","thousands","3","v730441","1.1.4.2","54.7","","","t","1"
"1995-01","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","1161","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Row","Unadjusted","Units","300","units","0","v730464","1.1.5.1","2186","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730475","1.1.6.1","6491","","","","0"
"1995-01","Canada","2016A000011124","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731381","1.2.1.1","64561","","","","0"
"1995-01","Canada","2016A000011124","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731392","1.2.2.1","26794","","","","0"
"1995-01","Canada","2016A000011124","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731436","1.2.4.1","37767","","","","0"
"1995-01","Canada","2016A000011124","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731403","1.2.3.1","3400","","","","0"
"1995-01","Canada","2016A000011124","Housing under construction","Row","Unadjusted","Units","300","units","0","v731414","1.2.5.1","7483","","","","0"
"1995-01","Canada","2016A000011124","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731425","1.2.6.1","26884","","","","0"
"1995-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","26200","","","","0"
"1995-01","Canada","2016A000011124","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732329","1.3.2.1","14294","","","","0"
"1995-01","Canada","2016A000011124","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732373","1.3.4.1","11906","","","","0"
"1995-01","Canada","2016A000011124","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732340","1.3.3.1","1739","","","","0"
"1995-01","Canada","2016A000011124","Housing completions","Row","Unadjusted","Units","300","units","0","v732351","1.3.5.1","2980","","","","0"
"1995-01","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","7187","","","","0"
"1995-01","Atlantic provinces","2016A00011","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730428","2.1.1.2","9.0","","","t","1"
"1995-01","Newfoundland and Labrador","2016A000210","Housing starts","Total units","Unadjusted","Units","300","units","0","v730417","3.1.1.1","111","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730429","3.1.1.2","1.5","","","t","1"
"1995-01","Newfoundland and Labrador","2016A000210","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730443","3.1.2.1","68","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730487","3.1.4.1","43","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730454","3.1.3.1","0","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","0","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","43","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","1662","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","1450","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","212","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","2","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing under construction","Row","Unadjusted","Units","300","units","0","v731415","3.2.5.1","44","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731426","3.2.6.1","166","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing completions","Total units","Unadjusted","Units","300","units","0","v732319","3.3.1.1","431","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732330","3.3.2.1","314","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732374","3.3.4.1","117","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732341","3.3.3.1","8","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing completions","Row","Unadjusted","Units","300","units","0","v732352","3.3.5.1","0","","","","0"
"1995-01","Newfoundland and Labrador","2016A000210","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732363","3.3.6.1","109","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing starts","Total units","Unadjusted","Units","300","units","0","v730419","4.1.1.1","26","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730430","4.1.1.2","0.4","","","t","1"
"1995-01","Prince Edward Island","2016A000211","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730445","4.1.2.1","26","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730489","4.1.4.1","0","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730456","4.1.3.1","0","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing starts","Row","Unadjusted","Units","300","units","0","v730467","4.1.5.1","0","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730478","4.1.6.1","0","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731384","4.2.1.1","133","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731395","4.2.2.1","85","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731439","4.2.4.1","48","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731406","4.2.3.1","8","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing under construction","Row","Unadjusted","Units","300","units","0","v731417","4.2.5.1","12","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731428","4.2.6.1","28","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing completions","Total units","Unadjusted","Units","300","units","0","v732321","4.3.1.1","100","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732332","4.3.2.1","78","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732376","4.3.4.1","22","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732343","4.3.3.1","4","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing completions","Row","Unadjusted","Units","300","units","0","v732354","4.3.5.1","18","","","","0"
"1995-01","Prince Edward Island","2016A000211","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732365","4.3.6.1","0","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing starts","Total units","Unadjusted","Units","300","units","0","v730420","5.1.1.1","434","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730431","5.1.1.2","6.2","","","t","1"
"1995-01","Nova Scotia","2016A000212","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730446","5.1.2.1","311","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730490","5.1.4.1","123","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730457","5.1.3.1","69","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing starts","Row","Unadjusted","Units","300","units","0","v730468","5.1.5.1","18","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730479","5.1.6.1","36","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731385","5.2.1.1","1780","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731396","5.2.2.1","965","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731440","5.2.4.1","815","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731407","5.2.3.1","141","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing under construction","Row","Unadjusted","Units","300","units","0","v731418","5.2.5.1","40","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731429","5.2.6.1","634","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing completions","Total units","Unadjusted","Units","300","units","0","v732322","5.3.1.1","686","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732333","5.3.2.1","531","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732377","5.3.4.1","155","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732344","5.3.3.1","108","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing completions","Row","Unadjusted","Units","300","units","0","v732355","5.3.5.1","5","","","","0"
"1995-01","Nova Scotia","2016A000212","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732366","5.3.6.1","42","","","","0"
